2022-05-12 13:48:50+00:00,b'Entrepreneurial\xc2\xa0#inequity\xc2\xa0is the most unrecognized contributor to the\xc2\xa0#racial\xc2\xa0#wealthgap\xc2\xa0in the United States. AEE\xe2\x80\xa6 https://t.co/bdnaztZd3r',b'karenbrownRC',"b'Chicago, IL'"
2022-05-12 12:57:38+00:00,b'#Telehealth Reduced #Racial #Disparities in Primary Care Access in 2020; now how about the impact on outcomes?  https://t.co/t8GDhL1I0K',b'Rndubois',"b'Charleston, SC'"
2022-05-12 10:53:48+00:00,"b'As I\xe2\x80\x99ve posted earlier, the idea of #race relies on the #idea that there\xe2\x80\x99s something about #human beings that\xe2\x80\x99s\xe2\x80\xa6 https://t.co/w4XRTDkgxc'",b'_k3rnel_pan1c',b''
2022-05-12 10:35:36+00:00,b'The #line gets drawn where we choose to #draw it ( if we choose to draw it). The same #principle applies to every o\xe2\x80\xa6 https://t.co/107hFH4hGn',b'_k3rnel_pan1c',b''
2022-05-12 09:38:35+00:00,"b'TO ALL MY PEOPLE: IGNORE ALL OF THESE PERPETUATED LIES, FALSE DISTURBING CONTENT - BEHIND @NBA IS A RACIST WHITE HA\xe2\x80\xa6 https://t.co/p0il8hVc4s'",b'Kbbrown80',b'New York'
2022-05-12 05:26:23+00:00,"b'TO ALL MY PEOPLE: IGNORE ALL OF THESE PERPETUATED LIES, FALSE DISTURBING CONTENT - BEHIND @NBA IS A RACIST WHITE HA\xe2\x80\xa6 https://t.co/nVUnyUyGD1'",b'Kbbrown80',b'New York'
2022-05-12 05:00:43+00:00,"b'THE TOPIC IS RACIAL DISCRIMINATION- IT HAPPENED TO ME IN THE UNITED STATES, PUBLIC FIGURE, KIMBERLY BERNICE BROWN,\xe2\x80\xa6 https://t.co/lNtiCo1hmQ'",b'Kbbrown80',b'New York'
2022-05-12 02:57:20+00:00,b'@Lee25J @notboytyler @MAFSLifetime The warning signs of #abuse were very apparent; I\xe2\x80\x99d hope they\xe2\x80\x99d care as mental h\xe2\x80\xa6 https://t.co/RL9UqR0XGL',b'cannylou',"b'New Jersey, USA'"
2022-05-12 00:23:14+00:00,b'@KobreKimLLP FOLLOW MY DEMAND IMMEDIATELY - NOTHING TO DISCUSS!\n\nTELL ADAM SILVER TO PAY ME AND SHUT UP! I WILL TEL\xe2\x80\xa6 https://t.co/kIOfjaz9GP',b'Kbbrown80',b'New York'
2022-05-11 22:58:52+00:00,"b'I, #KIMBERLYBERNICEBROWN, DO NOT NEED ANY OF YOUR IGNORANT, FILTHY, GUILTY, ILLEGAL, CRIMINAL MINDS SPEAKING ON BEH\xe2\x80\xa6 https://t.co/OnqPhCKWLr'",b'Kbbrown80',b'New York'
